rownumber,id,name,address,license desc,business desc,lat,lon,the_geom,state,county,tract,block,geoid,name,tract_block 
19671,2270867-20151216,SANUK LLC,2845 W IRVING PARK RD 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.953854973,-87.70007246700001,"MULTIPOLYGON (((-87.62725400036936 41.76529100054873, -87.62734900003007 41.76499600038177, -87.62734999932046 41.76482400029874, -87.62734400046311 41.76444700056379, -87.62734799944185 41.764124999401716, -87.62754499913302 41.76412100030134, -87.62753700032825 41.763648000138886, -87.6278020003754 41.76364300025266, -87.62812199989203 41.76363799972838, -87.62812700014797 41.76390300048186, -87.62814499997357 41.764701000362386, -87.62815200014344 41.764967000134554, -87.62792400048507 41.765453999732046, -87.62765000000628 41.765387000590074, -87.62725400036936 41.76529100054873)))",17,31,691100,1006,170000000000000.0,Block 1006,6911001006
19689,2397281-20160715,"S & L ENTERTAINMENT, LLC",52 W ELM ST 1 & 2,Outdoor Patio,Sale of Liquor Outdoors on Private Property,41.903256045,-87.63050298700001,"MULTIPOLYGON (((-87.5567639996717 41.76186699968655, -87.55638699928203 41.762087000154146, -87.55634999944822 41.76205999942971, -87.55629800038727 41.76203299989024, -87.55620200061132 41.76200499952887, -87.55594600069705 41.76198599967272, -87.55573500001071 41.761938000802935, -87.55562200019926 41.76188999961211, -87.55558800044547 41.76187600029676, -87.55543099977999 41.761835000239444, -87.555294000267 41.76180800001518, -87.55526100053268 41.76180499983335, -87.55519200016812 41.76178800016365, -87.55500899961224 41.76173399964673, -87.55509999969732 41.76165599962497, -87.55537400015363 41.76142500047876, -87.55546599980804 41.761348000023645, -87.55562999984213 41.76132800050632, -87.55568199968158 41.761321999568665, -87.55574999959768 41.76130500009382, -87.55608700060237 41.761139999508195, -87.55609699972001 41.76113600024029, -87.55623500016438 41.76106600000497, -87.55642299956182 41.76096999957037, -87.55699099987554 41.76068399973255, -87.55717999987793 41.760589000605236, -87.55752300040683 41.760936000107804, -87.55779599966935 41.76121200019368, -87.5567639996717 41.76186699968655)))",17,31,431400,1005,170000000000000.0,Block 1005,4314001005
19698,1869953-20080818,"S & L ENTERTAINMENT, LLC",52 W ELM ST 1 & 2,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.903256045,-87.63050298700001,"MULTIPOLYGON (((-87.73255399982581 41.91368299936578, -87.73194400002315 41.913691000094445, -87.73133099936615 41.913691999734965, -87.7313300000748 41.91363800037633, -87.73132900054972 41.91358299984103, -87.73157299942322 41.913580000393964, -87.73230499955055 41.91357099986018, -87.7325489995453 41.913568000145446, -87.73255200038585 41.913624999987476, -87.73255399982581 41.91368299936578)))",17,31,831200,2031,170000000000000.0,Block 2031,8312002031
19726,1869953-20120216,"S & L ENTERTAINMENT, LLC",52 W ELM ST 1 & 2,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.903256045,-87.63050298700001,"MULTIPOLYGON (((-87.68489100015104 41.71186700017143, -87.68522099984597 41.711865999567344, -87.6852539999595 41.7118649998983, -87.68549900091642 41.711862999585684, -87.6855630000349 41.71186199991108, -87.68565500093625 41.71186199987163, -87.68575699990095 41.711865999711414, -87.68582200024525 41.71186999987405, -87.68583299907557 41.712220999933876, -87.68586800081495 41.71327600019066, -87.68587700000343 41.71352300006479, -87.68588900085021 41.71362800009599, -87.68557800000758 41.71363100047275, -87.68495400070047 41.713637999442476, -87.68493200020578 41.71274399953995, -87.68491199984004 41.71254199998251, -87.68489100015104 41.71186700017143)))",17,31,720400,1005,170000000000000.0,Block 1005,7204001005
19750,1869953-20160216,"S & L ENTERTAINMENT, LLC",52 W ELM ST 1 & 2,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.903256045,-87.63050298700001,"MULTIPOLYGON (((-87.64557700052755 41.875416999971236, -87.64557800050646 41.87533800009871, -87.6455789997697 41.87530299990738, -87.64558299946428 41.875235000362714, -87.6455850002762 41.87519399999075, -87.64558599940489 41.875158000418665, -87.64558700022495 41.87511600008054, -87.64559300009344 41.8749919995665, -87.64560300010059 41.8748840004648, -87.64561100051141 41.87480699984889, -87.64561500015863 41.874758999583364, -87.64562900032496 41.874618000801625, -87.6456299995838 41.87461299998608, -87.6456349999035 41.87457200046405, -87.6456409998389 41.87452900006599, -87.64564099911672 41.87452299928514, -87.64565300072272 41.874422000607325, -87.64565700092514 41.87437899993724, -87.64566199915929 41.874330999343584, -87.6457320008235 41.874329999551115, -87.64594500068223 41.87432799921582, -87.64601599991342 41.874327999198265, -87.64602700046058 41.874345000460245, -87.6460610000098 41.87439900024603, -87.64607299950485 41.874417999937585, -87.64614999988828 41.87453500002604, -87.64627199959777 41.87468400002274, -87.64628999982712 41.8747050001363, -87.64635899983097 41.87477799934408, -87.64673600016295 41.87517700019859, -87.64682000049969 41.87526800019874, -87.6468610005614 41.875323999831636, -87.6468889994084 41.87537599985064, -87.64690199990315 41.87539999963033, -87.64703899989163 41.87539800035426, -87.64716199913974 41.875395000714654, -87.6471670003684 41.87555699932257, -87.64716799996266 41.87558000001533, -87.64695500002333 41.87558499984879, -87.64681099930321 41.87558700039032, -87.64662900006547 41.875591000087155, -87.64558299929445 41.87557300023874, -87.64557900040508 41.875497999459455, -87.64557700052755 41.875416999971236)))",17,31,841900,1017,170000000000000.0,Block 1017,8419001017
19844,2183643-20160916,KINOS FINER FOODS LIMITED,2458 S SACRAMENTO AVE 1,Package Goods,Retail Sales of Packaged Liquor,41.846483385,-87.70034533299999,"MULTIPOLYGON (((-87.6596500002405 41.96719799960558, -87.65965500020424 41.967533999638704, -87.65966499981366 41.96820100012669, -87.65967400035575 41.96837199988827, -87.65967000044185 41.968415000357105, -87.65966800003372 41.96854199958839, -87.65966499942732 41.96887899967635, -87.65953599993124 41.96865899944416, -87.65948899978342 41.96857799934139, -87.65937499966121 41.9683620006801, -87.65935099969563 41.96832899963895, -87.65930500035267 41.96826400054727, -87.65914300040863 41.9680080000798, -87.65900799960991 41.96779400067806, -87.65893199976944 41.96767700056808, -87.65870699919803 41.96732800006842, -87.65863299974684 41.96721200006718, -87.658836000742 41.9672090000988, -87.6594460000969 41.96720000028679, -87.6596500002405 41.96719799960558)))",17,31,830700,2008,170000000000000.0,Block 2008,8307002008
19865,1847402-20081016,"NEW KENWOOD FOOD & LIQUOR, INC.",5859 S HALSTED ST 1,Package Goods,Retail Sales of Packaged Liquor,41.787077098000005,-87.64482347,"MULTIPOLYGON (((-87.7253650000279 41.80601600016714, -87.72540199975313 41.80746200013187, -87.7247960009454 41.807469999946626, -87.72476399994363 41.80639000028185, -87.7247540004242 41.806024000324335, -87.7249979999172 41.80601999955741, -87.7253650000279 41.80601600016714)))",17,31,570300,1006,170000000000000.0,Block 1006,5703001006
19871,2458840-20160920,4 STAR 3358 SOUTHPORT LLC,3356-3358 N SOUTHPORT AVE 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.943306956,-87.66406138200001,"MULTIPOLYGON (((-87.66859899966626 41.80811399989994, -87.66857599958634 41.807206000044324, -87.66918299975964 41.80719800011981, -87.66919400046805 41.80811000008549, -87.66859899966626 41.80811399989994)))",17,31,611300,3002,170000000000000.0,Block 3002,6113003002
19872,1516929-20161016,Dickens' Liquors Inc.,719 S DEARBORN ST,Package Goods,Retail Sales of Packaged Liquor,41.872969717,-87.629007546,"MULTIPOLYGON (((-87.66559999971186 41.808591999809714, -87.66560099980946 41.808889000297164, -87.66562900011333 41.80982300014283, -87.66500599961036 41.80983200008879, -87.664980000024 41.80896700032957, -87.66497800062912 41.80887199974437, -87.66497300026367 41.808604000633736, -87.66521500040707 41.80859899971572, -87.66559999971186 41.808591999809714)))",17,31,610400,1014,170000000000000.0,Block 1014,6104001014
19874,2146460-20160916,SENZA LLC,2873-2875 N BROADWAY  1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.934911492,-87.644078835,"MULTIPOLYGON (((-87.67110700040438 41.8107709996382, -87.67113200021471 41.81180000019156, -87.67052399983281 41.81180300041951, -87.67049400014797 41.81077699968179, -87.67110700040438 41.8107709996382)))",17,31,610300,2019,170000000000000.0,Block 2019,6103002019
19917,1916162-20161016,"HOST INTERNATIONAL, INC.",11601 W TOUHY AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,42.008536401,-87.91442843899999,"MULTIPOLYGON (((-87.66690900068407 41.743481000459106, -87.66629700038534 41.74348999934221, -87.66569399981651 41.74349699983555, -87.66569099961393 41.74340400018522, -87.66568299983533 41.74304000022724, -87.66592499918379 41.74303600038692, -87.66665399987774 41.743025999628124, -87.66689699982078 41.743022999346735, -87.66690599945436 41.74338700052907, -87.66690900068407 41.743481000459106)))",17,31,711200,1012,170000000000000.0,Block 1012,7112001012
19956,2470123-20160920,COUNTRY HOUSE RESTAURANT MANAGERS LLC,3901 W 103RD ST 1,Outdoor Patio,Sale of Liquor Outdoors on Private Property,41.705823553,-87.718539946,"MULTIPOLYGON (((-87.8324580003087 41.93813799996164, -87.8318620000022 41.93814899981982, -87.83126299933136 41.93816200021443, -87.83125500078138 41.93798799980823, -87.83125199991359 41.93790800002221, -87.83124199960312 41.937654999957445, -87.83142100028583 41.93765099999424, -87.83195799919031 41.93764000048922, -87.8321380000466 41.93763699954609, -87.83243800040592 41.93763099977112, -87.83244799941296 41.93788399973211, -87.83245099936343 41.937963999484786, -87.8324580003087 41.93813799996164)))",17,31,170600,2044,170000000000000.0,Block 2044,1706002044
19978,2134317-20161016,"HOST INTERNATIONAL, INC.",11601 W TOUHY AVE 1 T-3 H4,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,42.008536401,-87.91442843899999,"MULTIPOLYGON (((-87.69295900046376 41.882024000538685, -87.69345000013556 41.882020000167046, -87.69359300077252 41.882017999511916, -87.69393999977255 41.882016000231026, -87.69394399993362 41.882197000120165, -87.69394599955439 41.8822380001935, -87.69395200024786 41.882460999531176, -87.6939559995394 41.88269200075441, -87.69395600051419 41.882739999753596, -87.69396000040614 41.88292199989731, -87.69361400009548 41.88292400029312, -87.6926840003944 41.88293299988767, -87.69257600006294 41.88293399994768, -87.69223100026065 41.88294100045285, -87.69222600083384 41.882757999799196, -87.69221099918353 41.88221199952161, -87.69220700066094 41.882029999309225, -87.69255300013592 41.882027000161145, -87.69258299937204 41.88202700008276, -87.69295900046376 41.882024000538685)))",17,31,837400,1000,170000000000000.0,Block 1000,8374001000
20072,34237-20161016,"HOST INTERNATIONAL, INC.",11601 W TOUHY AVE  B 21,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,42.008536401,-87.91442843899999,"MULTIPOLYGON (((-87.70827600029806 41.891876000309615, -87.70824599976575 41.890904999278824, -87.70825300056939 41.89086099994257, -87.7082770003128 41.89085500015925, -87.70885600031392 41.89084399956087, -87.70886999990937 41.89135600015327, -87.708875000231 41.891550999615255, -87.70888399958456 41.89186900007699, -87.70864000048563 41.89187200004484, -87.70857999990794 41.89187299983417, -87.70827600029806 41.891876000309615)))",17,31,836700,1023,170000000000000.0,Block 1023,8367001023
20074,2464774-20160920,4 STAR 3358 SOUTHPORT LLC,3356-3358 N SOUTHPORT AVE 1,Outdoor Patio,Sale of Liquor Outdoors on Private Property,41.943306956,-87.66406138200001,"MULTIPOLYGON (((-87.69611999961535 41.90387499999352, -87.69641099951494 41.90387199929709, -87.6965120000362 41.9038719994545, -87.69690400041007 41.90386900027788, -87.69690800012853 41.904045000715385, -87.69692000002752 41.90457499984914, -87.69692499985459 41.904751999780565, -87.69653299979733 41.90475600019857, -87.69643200029282 41.904756000063365, -87.6961410000031 41.904758999904566, -87.69613099931087 41.90431500038645, -87.69611999961535 41.90387499999352)))",17,31,242600,1007,170000000000000.0,Block 1007,2426001007
20075,2470122-20160920,COUNTRY HOUSE RESTAURANT MANAGERS LLC,3901 W 103RD ST 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.705823553,-87.718539946,"MULTIPOLYGON (((-87.6967020002425 42.01576500010204, -87.69668500018699 42.01667199949629, -87.6963330005432 42.01667900028062, -87.69609799961856 42.016685000188666, -87.69609900042641 42.016502999652936, -87.69610599985032 42.015957999749645, -87.69610900078119 42.01577699974701, -87.69634500011253 42.01577199930569, -87.6967020002425 42.01576500010204)))",17,31,20200,2005,170000000000000.0,Block 2005,202002005
20079,1738941-20160916,"GE, GE'S ON 5TH, INC.",3134 W FIFTH AVE,Tavern,Tavern - Consumption of Liquor on Premise,41.878736262,-87.705139782,"MULTIPOLYGON (((-87.68289800022289 42.00952800023123, -87.68274500022795 42.00910499947203, -87.68265899956434 42.008927999487916, -87.68292000068251 42.00891599997457, -87.6837050003209 42.00888199978109, -87.68396700010112 42.008870999293656, -87.68397100034306 42.009113999778016, -87.6839790000229 42.00947699970577, -87.68334300031958 42.00950199966859, -87.68289800022289 42.00952800023123)))",17,31,20400,2008,170000000000000.0,Block 2008,204002008
20125,28892-20161016,BURNHAM PARK YACHT CLUB,1500 S LYNN WHITE DR 1ST,Not-For-Profit Club,"Consumption of Liquor on Premises, Not for Profit",41.862306077,-87.609522247,"MULTIPOLYGON (((-87.75316699983092 41.895447999623435, -87.75318200039767 41.896109999316685, -87.75318800026898 41.896407999937, -87.75319699997581 41.89677200072825, -87.75295200077659 41.896772999190986, -87.75288900044346 41.896773999763845, -87.75258100025792 41.89677700004854, -87.75255500031083 41.895453000123744, -87.75316699983092 41.895447999623435)))",17,31,251100,3010,170000000000000.0,Block 3010,2511003010
20139,51451-20161016,"HOB CHICAGO, INC.",329 N DEARBORN ST  3RD F,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.888301227,-87.629406692,"MULTIPOLYGON (((-87.70517500080544 41.87095999984261, -87.70518800002283 41.87141799993903, -87.70339099960364 41.87143600024496, -87.70338300029995 41.87120899964843, -87.7033810006268 41.87116300004721, -87.70337499982966 41.87098199993647, -87.70366099930558 41.87097900003401, -87.70386400069606 41.87097600010622, -87.70517500080544 41.87095999984261)))",17,31,837300,1016,170000000000000.0,Block 1016,8373001016
20142,51455-20161016,"HOB CHICAGO, INC.",329 N DEARBORN ST  3RD F,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.888301227,-87.629406692,"MULTIPOLYGON (((-87.75384000028103 41.92826600014455, -87.7538480004712 41.9284920003631, -87.75384900023516 41.92853500001801, -87.75385699961855 41.92871699993942, -87.75336500005832 41.92872299973002, -87.75188899956522 41.928742999591314, -87.75139799969094 41.92874999988831, -87.7513900006166 41.92856900007922, -87.75138799949386 41.92852399928689, -87.75137799999368 41.92829700020758, -87.75178499981826 41.92829099980759, -87.75384000028103 41.92826600014455)))",17,31,190800,4000,170000000000000.0,Block 4000,1908004000
