rownumber,name,address,license desc,business desc,tract_block 
82492,2106 SOUTH INDIANA INC.,2106 S INDIANA AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8414001009
82545,RMR ENTERPRISES INC.,2757 N PINE GROVE AVE,Package Goods,Retail Sales of Packaged Liquor,8315001025
82558,HCD CHICAGO CORPORATION,674-678 N MICHIGAN AVE 3RD,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2315006007
82580,"HOLIDAY BAR GROUP, INC.",4000-4004 N SHERIDAN RD,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1602004027
82663,"CHICAGO WHIRLY, INC.",1825-1855 W WEBSTER AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1911005014
82691,HCD CHICAGO CORPORATION,674-678 N MICHIGAN AVE 4TH,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2315006007
82704,"MORTON'S OF CHICAGO/CHICAGO, INC.",1050 N STATE ST  FIRST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8366002007
82782,HCD CHICAGO CORPORATION,674-678 N MICHIGAN AVE  3 & 4,Package Goods,Retail Sales of Packaged Liquor,2315006007
82813,HCD CHICAGO CORPORATION,674-678 N MICHIGAN AVE 5TH,Package Goods,Retail Sales of Packaged Liquor,2315006007
82831,"BEVERAGE ART II, LLC",9016-9030 S HERMITAGE AVE 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,7201002014
83005,"FUN TIMES, INC.",345 W ARMITAGE AVE 1,Tavern,Tavern - Consumption of Liquor on Premise,2209012006
83027,UJP INCORPORATED,958 W DIVERSEY PKWY 1ST,Package Goods,Retail Sales of Packaged Liquor,8315001025
83053,"LIN ENTERPRISE, INC.",1138 W WILSON AVE,Package Goods,Retail Sales of Packaged Liquor,1503007016
83078,MICHAEL E. THOMAS,3800 N KEDZIE AVE 1ST,Package Goods,Retail Sales of Packaged Liquor,1704001018
83121,THE STORE INC.,2002 N HALSTED ST,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",2209012006
83126,PETE'S FRESH MARKET 118TH CORPORATION,3448 E 118TH ST,Package Goods,Retail Sales of Packaged Liquor,7505004032
83132,"Nordstrom, Inc.",55 E GRAND AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2432002010
83154,QDOBA RESTAURANT CORPORATION,2427 N LINCOLN AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8316002006
83229,"CHEF'S INN, LTD.",6250 W 63RD ST 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,6404001026
83248,"BEAT KITCHEN, INC.",2100 W BELMONT AVE 1ST & 2ND,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1708003014
83292,PETE'S FRESH MARKET 118TH CORPORATION,3448 E 118TH ST,Package Goods,Retail Sales of Packaged Liquor,7505004032
83335,"L3 STREETERVILLE, LLC",259 E ERIE ST 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2315006007
83346,TIMELESS ENDEAVORS LLC,2027 W NORTH AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2504004013
83381,"ROB KOLSON CREATIVE PRODUCTIONS, INC.",2540 N LINCOLN AVE  1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8316002003
83398,"L3 STREETERVILLE, LLC",259 E ERIE ST 1,Outdoor Patio,Sale of Liquor Outdoors on Private Property,2315006007
83427,"TERGESTE, INC.",201 E DELAWARE PL 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2513005008
83462,QDOBA RESTAURANT CORPORATION,2427 N LINCOLN AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8316002006
83468,RITA'S PLACE INC,5414 W FULLERTON AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,1907023015
83485,QDOBA RESTAURANT CORPORATION,2427 N LINCOLN AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8316002006
83522,THE STORE INC.,2002 N HALSTED ST,Tavern,Tavern - Consumption of Liquor on Premise,2209012006
83544,"RON OF JAPAN, LTD., A LIMITED PARTNERSHIP",230 E ONTARIO ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2315006007
83548,PETE'S FRESH MARKET 118TH CORPORATION,3448 E 118TH ST,Package Goods,Retail Sales of Packaged Liquor,7505004032
83616,"HR LIQUORS, L.L.C.",210 N CANAL ST 1ST,Package Goods,Retail Sales of Packaged Liquor,8378001002
83643,"55 E. ONTARIO STREET, LLC",610 N RUSH ST GROUND,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2435002031
83665,"The Cheesecake Factory Restaurants, Inc.",875 N MICHIGAN AVE,Outdoor Patio,Sale of Liquor Outdoors on Private Property,2513005008
83695,"TWIN ANCHORS, INC.",1655 N SEDGWICK ST 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2502001012
83708,"DIAMONDROCK CHICAGO CONRAD TENANT, LLC",520 N MICHIGAN AVE 5-17,Outdoor Patio,Sale of Liquor Outdoors on Private Property,2432002010
83755,"DUBLIN 4, INC.",345 E OHIO ST 1,Outdoor Patio,Sale of Liquor Outdoors on Private Property,2432002010
83762,FOUNDATION INVESTMENTS INC,2771 N LINCOLN AVE,Tavern,Tavern - Consumption of Liquor on Premise,1904012036
83812,"CHICAGO HOTEL HOLDINGS, INC.",163 E WALTON ST 2ND F,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2420001006
83818,"GHM ENTERPRISES, INC.",504 N HALSTED ST,Package Goods,Retail Sales of Packaged Liquor,2430002014
83968,"SODEXO AMERICA, LLC",710 N LAKE SHORE DR 2ND,Caterer's Liquor License,Catering of Liquor To Events,2435002009
83974,"CALIFORNIA PIZZA KITCHEN, INC.",52 E OHIO ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2432002010
83978,CLOVER CORPORATION,949 W WEBSTER AVE 1ST,Outdoor Patio,Sale of Liquor Outdoors on Private Property,1911005014
84013,"RUSH ONTARIO, LLC",630 N RUSH ST,Outdoor Patio,Sale of Liquor Outdoors on Private Property,2315006007
84016,"CHICAGO HOTEL HOLDINGS, INC.",163 E WALTON ST 2ND F,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2420001006
84027,"WINDY CITY ENTERPRISES, LTD.",2020 N HALSTED ST 1ST,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",1912001019
84032,"DUBLIN 4, INC.",345 E OHIO ST 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2432002010
84134,FRANCESCA'S ON CHESTNUT LLC,200 E CHESTNUT ST 1ST AND BSMT,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2513005008
84142,"CUSTER RESTAURANT GROUP, LLC",405 N WABASH AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2433002028
84155,"CHICAGO HOTEL HOLDINGS, INC.",163 E WALTON ST 2ND F,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2420001006
84170,GRAND LUX CAFE '  LLC,111 E ONTARIO ST  2ND,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2315001005
84214,"WINDY CITY ENTERPRISES, LTD.",2020 N HALSTED ST 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1912001019
84229,CLOVER CORPORATION,949 W WEBSTER AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,1911005014
84253,"MILAN'S RESTAURANT, INC.",3930-3932 W SCHOOL ST 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1708003014
84304,"DIAMONDROCK CHICAGO CONRAD TENANT, LLC",520 N MICHIGAN AVE 5-17,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2432002010
84307,"RUSH ONTARIO, LLC",630 N RUSH ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2315006007
84317,"DIAMONDROCK CHICAGO CONRAD TENANT, LLC",520 N MICHIGAN AVE 5-17,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2432002010
84320,"55 E. ONTARIO STREET, LLC",55 E ONTARIO ST 1-16,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2315001005
84353,"55 E. ONTARIO STREET, LLC",55 E ONTARIO ST 1-16,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2315001005
84403,"DIAMONDROCK CHICAGO CONRAD TENANT, LLC",520 N MICHIGAN AVE 5-17,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2432002010
84410,"Gold Coast, Inc.",900 N LAKE SHORE DR,Package Goods,Retail Sales of Packaged Liquor,2513005008
84419,"55 E. ONTARIO STREET, LLC",55 E ONTARIO ST 1-16,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2315001005
84493,"810, INC.",810 W DIVERSEY PKWY 1ST,Tavern,Tavern - Consumption of Liquor on Premise,8315001025
84500,TRUTH CHICAGO LLC,56 E PERSHING RD 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,5802002003
84564,"The Cheesecake Factory Restaurants, Inc.",875 N MICHIGAN AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2513005008
84570,"JALARAM FOODS AND LIQUOR, INC.",3084-3086 N MILWAUKEE AVE,Tavern,Tavern - Consumption of Liquor on Premise,1801001012
84581,"CUSTER RESTAURANT GROUP, LLC",405 N WABASH AVE 1ST,Outdoor Patio,Sale of Liquor Outdoors on Private Property,2433002028
84635,GENIE'S DISCOUNT LIQUOR & GROCERY INC.,2727 W CERMAK RD 1,Package Goods,Retail Sales of Packaged Liquor,8407002002
84680,BOZWOG INC,157 E OHIO ST 2ND,Tavern,Tavern - Consumption of Liquor on Premise,2432002010
84689,"HILLSTONE RESTAURANT GROUP, INC.",535 N MICHIGAN AVE 2ND,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2432002010
84754,"JAGAT AMBAY, INC.",446 W DIVERSEY PKWY,Package Goods,Retail Sales of Packaged Liquor,8315001025
84840,"JALARAM FOODS AND LIQUOR, INC.",3084-3086 N MILWAUKEE AVE,Package Goods,Retail Sales of Packaged Liquor,1801001012
84930,"Rose East, Inc.",192 E WALTON ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2420001006
84946,"JASON CAFE, INC",2910 W MONTROSE AVE 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1505013018
84974,MISOYA CHICAGO INC.,213 E OHIO ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2432002010
84999,LEADBELLY INC.,5739 W IRVING PARK RD 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1505023010
85036,"MARRIOTT HOTEL SERVICES, INC.",151 W ADAMS ST,Package Goods,Retail Sales of Packaged Liquor,8370001001
85091,"CRO-SAN LUIS DEVELOPMENT, LLC",180 N FIELD BLVD 2ND & ROOFTOP 208,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8378001002
85125,"MARRIOTT HOTEL SERVICES, INC.",151 W ADAMS ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8370001001
85131,"CRO-SAN LUIS DEVELOPMENT, LLC",180 N FIELD BLVD 2ND & ROOFTOP 208,Outdoor Patio,Sale of Liquor Outdoors on Private Property,8378001002
85170,"MARRIOTT HOTEL SERVICES, INC.",540 N MICHIGAN AVE GRND #,Caterer's Liquor License,Catering of Liquor To Events,2432002010
85174,HEARTLAND CAFE LLC,7000 N GLENWOOD AVE 1,Outdoor Patio,Sale of Liquor Outdoors on Private Property,204002005
85213,"ANAOLI, LLC",2800 W LOGAN BLVD,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8316002003
85243,"MARRIOTT HOTEL SERVICES, INC.",540 N MICHIGAN AVE LBBY,Tavern,Tavern - Consumption of Liquor on Premise,2432002010
85247,"GEMINI BISTRO GROUP, LLC",2075 N LINCOLN AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1912001019
85275,SJL INC,4156 N KEDZIE AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1503005007
85304,"HIGHBALL, LLC",2928 W FULLERTON AVE 1,Tavern,Tavern - Consumption of Liquor on Premise,2207022020
85328,"101 CHASE, INC.",950 W ADDISON ST  BASEMENT,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,603002007
85332,"BANDCINO, LLC",328 S JEFFERSON ST  120,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8380001025
85344,"MARRIOTT HOTEL SERVICES, INC.",540 N MICHIGAN AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2432002010
85366,"ARAMARK SERVICES, INC",100 N RIVERSIDE PLZ 1ST,Caterer's Liquor License,Catering of Liquor To Events,2801002015
85459,WOMAN'S ATHLETIC CLUB OF CHICAGO,626 N MICHIGAN AVE LL-7,Package Goods,Retail Sales of Packaged Liquor,2315006007
85494,ROOM FIVE HUNDRED,1725 W HARRISON ST,Caterer's Liquor License,Catering of Liquor To Events,2827002007
85521,HEARTLAND CAFE LLC,7000 N GLENWOOD AVE 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,204002005
85525,"CRO-SAN LUIS DEVELOPMENT, LLC",180 N FIELD BLVD 2ND & ROOFTOP 208,Outdoor Patio,Sale of Liquor Outdoors on Private Property,8378001002
85538,"BELLA LUNA BAR, INC.",6136 S PULASKI RD LL AND 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,6404001017
85592,157 OHIO GRILL INC.,157 E OHIO ST 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2432002010
85597,"ARAMARK SERVICES, INC",111 W MONROE ST 8TH,Caterer's Liquor License,Catering of Liquor To Events,2519001015
85598,"MARRIOTT HOTEL SERVICES, INC.",540 N MICHIGAN AVE J W'S,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2432002010
85638,"MARRIOTT HOTEL SERVICES, INC.",151 W ADAMS ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8370001001
85680,JIA'S ORIENTAL CORP,2545 N HALSTED ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8316002003
85720,"CRO-SAN LUIS DEVELOPMENT, LLC",180 N FIELD BLVD 2ND & ROOFTOP 208,Outdoor Patio,Sale of Liquor Outdoors on Private Property,8378001002
85738,"MARRIOTT HOTEL SERVICES, INC.",151 W ADAMS ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8370001001
85758,"CRO-SAN LUIS DEVELOPMENT, LLC",180 N FIELD BLVD 2ND & ROOFTOP 208,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8378001002
85795,"ANAOLI, LLC",2800 W LOGAN BLVD,Outdoor Patio,Sale of Liquor Outdoors on Private Property,8316002003
85806,THE RIVER SHANNON CORPORATION,425 W ARMITAGE AVE,Tavern,Tavern - Consumption of Liquor on Premise,2209012006
85838,"PASTA PAZZIA, INC.",1966 N HALSTED ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1911003009
85891,"ABBEY PUB, INC.",3420 W GRACE ST,Tavern,Tavern - Consumption of Liquor on Premise,1704001018
85926,WOMAN'S ATHLETIC CLUB OF CHICAGO,626 N MICHIGAN AVE LL-7,Not-For-Profit Club,"Consumption of Liquor on Premises, Not for Profit",2315006007
85982,"101 CHASE, INC.",950 W ADDISON ST  BASEMENT,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,603002007
85994,"CRO-SAN LUIS DEVELOPMENT, LLC",180 N FIELD BLVD 2ND & ROOFTOP 208,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8378001002
86034,"MARRIOTT HOTEL SERVICES, INC.",540 N MICHIGAN AVE CHGO #,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2432002010
86036,"MARRIOTT HOTEL SERVICES, INC.",540 N MICHIGAN AVE LOBBY,Package Goods,Retail Sales of Packaged Liquor,2432002010
86050,"ZAVEN, INC.",260 E CHESTNUT ST 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2513005008
86106,RED LINE TAP LLC,7006-7008 N GLENWOOD AVE 1,Tavern,Tavern - Consumption of Liquor on Premise,204002005
86179,"ARAMARK SERVICES, INC",100 N RIVERSIDE PLZ 1ST,Caterer's Liquor License,Catering of Liquor To Events,2801002015
86200,"MARRIOTT HOTEL SERVICES, INC.",151 W ADAMS ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8370001001
86249,CHICAGO SWEATLODGE L.L.C.,3500-3504 N CICERO AVE 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1708002010
86309,INTEGRATED CLARK MONROE LLC,100 W MONROE ST 1-23,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2519001015
86322,"101 CHASE, INC.",950 W ADDISON ST  BASEMENT,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,603002007
86349,"MARRIOTT HOTEL SERVICES, INC.",540 N MICHIGAN AVE GRND #,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2432002010
86356,THE PASTA BOWL COMPANY,2434-2436 N CLARK ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8316002006
86405,"LUNA LLENA SPORTS GRILL, INC.",5247-5249 W BELMONT AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1710002013
86418,LITTLE JIM'S INC,3501 N HALSTED ST 1ST,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",8311001000
86432,"COFFEE HOUSE HOLDINGS, INC.",1000-1002 W DIVERSEY PKWY  C102,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8315001025
86450,"COFFEE HOUSE HOLDINGS, INC.",4558 N KEDZIE AVE 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1503007016
86479,"CONNOR SUPER STORE, INC.",2710 N LINCOLN AVE,Package Goods,Retail Sales of Packaged Liquor,1906011004
86487,"CHICAGO'S BLARNEY STONE, INC.",3422-3424 N SHEFFIELD AVE,Tavern,Tavern - Consumption of Liquor on Premise,1708002010
86488,LITTLE JIM'S INC,3501 N HALSTED ST 1ST,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",8311001000
86516,"GEJA'S INTERNATIONAL FOODS, INC.",340-344 W ARMITAGE AVE LOWER LEVEL,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1912001019
86538,LITTLE JIM'S INC,3501 N HALSTED ST 1ST,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",8311001000
86546,LITTLE JIM'S INC,3501 N HALSTED ST 1ST,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",8311001000
86601,LITTLE JIM'S INC,3501-3505 N HALSTED ST 1,Tavern,Tavern - Consumption of Liquor on Premise,8311001000
86605,"WWL DHOTEL INVESTORS, L.L.C.",140 E WALTON PL,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2420001006
86614,LITTLE JIM'S INC,3501 N HALSTED ST 1ST,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",8311001000
