year,Census Block,Age Group,Crime Type,#Crimes
2016,5306002,5-17,THEFT,1
2016,5401011,5-17,ASSAULT,2
2015,5401011,5-17,BATTERY,2
2015,5401011,5-17,BURGLARY,3
2015,5401011,5-17,MOTOR VEHICLE THEFT,1
2015,5401011,5-17,OTHER OFFENSE,1
2016,5401011,5-17,OTHER OFFENSE,1
2016,5401011,5-17,ROBBERY,1
2015,5401011,5-17,THEFT,1
2015,5401012,5-17,ARSON,1
2015,5401012,5-17,ASSAULT,39
2016,5401012,5-17,ASSAULT,19
2015,5401012,5-17,BATTERY,81
2016,5401012,5-17,BATTERY,46
2018,5401012,5-17,BATTERY,1
2015,5401012,5-17,BURGLARY,18
2016,5401012,5-17,BURGLARY,9
2016,5401012,5-17,CRIM SEXUAL ASSAULT,1
2015,5401012,5-17,CRIMINAL DAMAGE,36
2016,5401012,5-17,CRIMINAL DAMAGE,23
2015,5401012,5-17,CRIMINAL TRESPASS,4
2016,5401012,5-17,CRIMINAL TRESPASS,1
2015,5401012,5-17,DECEPTIVE PRACTICE,2
2016,5401012,5-17,DECEPTIVE PRACTICE,4
2015,5401012,5-17,INTERFERENCE WITH PUBLIC OFFICER,1
2015,5401012,5-17,MOTOR VEHICLE THEFT,11
2016,5401012,5-17,MOTOR VEHICLE THEFT,5
2015,5401012,5-17,NARCOTICS,17
2016,5401012,5-17,NARCOTICS,4
2015,5401012,5-17,OFFENSE INVOLVING CHILDREN,5
2016,5401012,5-17,OFFENSE INVOLVING CHILDREN,1
2015,5401012,5-17,OTHER OFFENSE,19
2016,5401012,5-17,OTHER OFFENSE,8
2015,5401012,5-17,PUBLIC PEACE VIOLATION,3
2016,5401012,5-17,PUBLIC PEACE VIOLATION,1
2015,5401012,5-17,ROBBERY,10
2016,5401012,5-17,ROBBERY,1
2014,5401012,5-17,SEX OFFENSE,1
2016,5401012,5-17,SEX OFFENSE,1
2015,5401012,5-17,THEFT,26
2016,5401012,5-17,THEFT,17
2015,5401012,5-17,WEAPONS VIOLATION,12
2016,5401012,5-17,WEAPONS VIOLATION,5
2015,5401013,5-17,ASSAULT,8
2016,5401013,5-17,ASSAULT,9
2015,5401013,5-17,BATTERY,18
2016,5401013,5-17,BATTERY,11
2015,5401013,5-17,BURGLARY,4
2016,5401013,5-17,BURGLARY,1
2015,5401013,5-17,CRIMINAL DAMAGE,8
2016,5401013,5-17,CRIMINAL DAMAGE,2
2015,5401013,5-17,CRIMINAL TRESPASS,1
2015,5401013,5-17,DECEPTIVE PRACTICE,1
2009,5401013,5-17,HOMICIDE,1
2015,5401013,5-17,INTERFERENCE WITH PUBLIC OFFICER,1
2016,5401013,5-17,MOTOR VEHICLE THEFT,3
2016,5401013,5-17,NARCOTICS,2
2016,5401013,5-17,OFFENSE INVOLVING CHILDREN,1
2015,5401013,5-17,OTHER OFFENSE,3
2016,5401013,5-17,OTHER OFFENSE,1
2015,5401013,5-17,PUBLIC PEACE VIOLATION,1
2016,5401013,5-17,PUBLIC PEACE VIOLATION,2
2016,5401013,5-17,ROBBERY,1
2018,5401013,5-17,ROBBERY,1
2015,5401013,5-17,THEFT,7
2016,5401013,5-17,THEFT,5
2015,5401013,5-17,WEAPONS VIOLATION,1
2016,5401013,5-17,WEAPONS VIOLATION,2
2015,5401014,25-44,ASSAULT,6
2016,5401014,25-44,ASSAULT,7
2015,5401014,25-44,BATTERY,17
2016,5401014,25-44,BATTERY,13
2018,5401014,25-44,BATTERY,1
2015,5401014,25-44,BURGLARY,3
2016,5401014,25-44,BURGLARY,2
2015,5401014,25-44,CRIMINAL DAMAGE,14
2016,5401014,25-44,CRIMINAL DAMAGE,4
2016,5401014,25-44,CRIMINAL TRESPASS,1
2015,5401014,25-44,DECEPTIVE PRACTICE,1
2016,5401014,25-44,DECEPTIVE PRACTICE,3
2015,5401014,25-44,INTERFERENCE WITH PUBLIC OFFICER,1
2015,5401014,25-44,MOTOR VEHICLE THEFT,2
2016,5401014,25-44,MOTOR VEHICLE THEFT,2
2015,5401014,25-44,NARCOTICS,4
2016,5401014,25-44,OFFENSE INVOLVING CHILDREN,1
2015,5401014,25-44,OTHER OFFENSE,6
2016,5401014,25-44,OTHER OFFENSE,6
2015,5401014,25-44,PUBLIC PEACE VIOLATION,2
2015,5401014,25-44,ROBBERY,3
2015,5401014,25-44,THEFT,11
2016,5401014,25-44,THEFT,4
2015,5401021,25-44,ASSAULT,1
2015,5401022,5-17,ARSON,1
2015,5401022,5-17,ASSAULT,16
2016,5401022,5-17,ASSAULT,8
2015,5401022,5-17,BATTERY,27
2016,5401022,5-17,BATTERY,13
2015,5401022,5-17,BURGLARY,1
2016,5401022,5-17,BURGLARY,1
2015,5401022,5-17,CRIMINAL DAMAGE,9
2018,5401022,5-17,CRIMINAL DAMAGE,1
2015,5401022,5-17,CRIMINAL TRESPASS,2
2016,5401022,5-17,CRIMINAL TRESPASS,2
2015,5401022,5-17,DECEPTIVE PRACTICE,1
2016,5401022,5-17,DECEPTIVE PRACTICE,1
2015,5401022,5-17,MOTOR VEHICLE THEFT,3
2015,5401022,5-17,NARCOTICS,5
2016,5401022,5-17,NARCOTICS,2
2015,5401022,5-17,OTHER OFFENSE,5
2016,5401022,5-17,OTHER OFFENSE,6
2016,5401022,5-17,PUBLIC PEACE VIOLATION,1
2015,5401022,5-17,ROBBERY,3
2016,5401022,5-17,ROBBERY,2
2014,5401022,5-17,THEFT,1
2015,5401022,5-17,THEFT,18
2016,5401022,5-17,THEFT,6
2015,5401022,5-17,WEAPONS VIOLATION,1
2016,5401022,5-17,WEAPONS VIOLATION,2
2015,5401023,5-17,ASSAULT,6
2016,5401023,5-17,ASSAULT,4
2015,5401023,5-17,BATTERY,21
2016,5401023,5-17,BATTERY,11
2015,5401023,5-17,BURGLARY,7
2016,5401023,5-17,BURGLARY,1
2015,5401023,5-17,CRIMINAL DAMAGE,9
2016,5401023,5-17,CRIMINAL DAMAGE,5
2015,5401023,5-17,CRIMINAL TRESPASS,1
2016,5401023,5-17,DECEPTIVE PRACTICE,1
2015,5401023,5-17,MOTOR VEHICLE THEFT,2
2016,5401023,5-17,MOTOR VEHICLE THEFT,1
2015,5401023,5-17,NARCOTICS,4
2016,5401023,5-17,NARCOTICS,2
2015,5401023,5-17,OFFENSE INVOLVING CHILDREN,1
2015,5401023,5-17,OTHER OFFENSE,9
2015,5401023,5-17,PUBLIC PEACE VIOLATION,1
2015,5401023,5-17,ROBBERY,4
2016,5401023,5-17,ROBBERY,1
2016,5401023,5-17,STALKING,1
2015,5401023,5-17,THEFT,3
2016,5401023,5-17,THEFT,2
2015,5401023,5-17,WEAPONS VIOLATION,2
2016,5401023,5-17,WEAPONS VIOLATION,2
2015,5501001,25-44,ASSAULT,2
2015,5501001,25-44,BATTERY,1
2016,5501001,25-44,BURGLARY,2
2015,5501001,25-44,CRIMINAL DAMAGE,1
2016,5501001,25-44,CRIMINAL DAMAGE,1
2015,5501001,25-44,DECEPTIVE PRACTICE,1
2016,5501001,25-44,INTERFERENCE WITH PUBLIC OFFICER,1
2015,5501001,25-44,OTHER OFFENSE,1
2015,5501001,25-44,PUBLIC PEACE VIOLATION,1
2015,5501001,25-44,THEFT,1
2015,5501002,45-64,BATTERY,5
2016,5501002,45-64,BATTERY,9
2015,5501002,45-64,BURGLARY,1
2015,5501002,45-64,CRIM SEXUAL ASSAULT,1
2016,5501002,45-64,CRIM SEXUAL ASSAULT,2
2015,5501002,45-64,CRIMINAL DAMAGE,1
2016,5501002,45-64,CRIMINAL DAMAGE,1
2015,5501002,45-64,DECEPTIVE PRACTICE,2
2016,5501002,45-64,DECEPTIVE PRACTICE,2
2015,5501002,45-64,NARCOTICS,1
2015,5501002,45-64,OTHER OFFENSE,1
2016,5501002,45-64,OTHER OFFENSE,3
2015,5501002,45-64,ROBBERY,1
2015,5501003,25-44,ASSAULT,1
2016,5501003,25-44,ASSAULT,1
2016,5501003,25-44,BATTERY,1
2015,5501003,25-44,CRIM SEXUAL ASSAULT,1
2015,5501003,25-44,DECEPTIVE PRACTICE,1
2015,5501003,25-44,LIQUOR LAW VIOLATION,1
2015,5501003,25-44,THEFT,1
2016,5501006,25-44,DECEPTIVE PRACTICE,1
2016,5501006,25-44,OTHER OFFENSE,1
2015,5502001,5-17,DECEPTIVE PRACTICE,1
2015,5502002,45-64,ASSAULT,15
2016,5502002,45-64,ASSAULT,9
2015,5502002,45-64,BATTERY,43
2016,5502002,45-64,BATTERY,23
2015,5502002,45-64,BURGLARY,3
2016,5502002,45-64,BURGLARY,5
2015,5502002,45-64,CRIMINAL DAMAGE,18
2016,5502002,45-64,CRIMINAL DAMAGE,15
2015,5502002,45-64,CRIMINAL TRESPASS,2
2015,5502002,45-64,DECEPTIVE PRACTICE,15
2016,5502002,45-64,DECEPTIVE PRACTICE,7
2015,5502002,45-64,INTERFERENCE WITH PUBLIC OFFICER,1
2015,5502002,45-64,MOTOR VEHICLE THEFT,4
2016,5502002,45-64,MOTOR VEHICLE THEFT,2
2015,5502002,45-64,NARCOTICS,4
2016,5502002,45-64,NARCOTICS,2
2015,5502002,45-64,OBSCENITY,1
2001,5502002,45-64,OFFENSE INVOLVING CHILDREN,1
2015,5502002,45-64,OFFENSE INVOLVING CHILDREN,1
2016,5502002,45-64,OFFENSE INVOLVING CHILDREN,2
2015,5502002,45-64,OTHER OFFENSE,12
2016,5502002,45-64,OTHER OFFENSE,5
2015,5502002,45-64,ROBBERY,5
2016,5502002,45-64,ROBBERY,1
2015,5502002,45-64,SEX OFFENSE,1
2015,5502002,45-64,THEFT,33
2016,5502002,45-64,THEFT,7
2015,5502002,45-64,WEAPONS VIOLATION,1
2015,5601001,25-44,ASSAULT,7
2016,5601001,25-44,ASSAULT,6
2018,5601001,25-44,ASSAULT,1
2015,5601001,25-44,BATTERY,14
2016,5601001,25-44,BATTERY,5
2015,5601001,25-44,BURGLARY,9
2016,5601001,25-44,BURGLARY,3
2015,5601001,25-44,CRIMINAL DAMAGE,11
2016,5601001,25-44,CRIMINAL DAMAGE,2
2015,5601001,25-44,CRIMINAL TRESPASS,1
2016,5601001,25-44,CRIMINAL TRESPASS,1
2015,5601001,25-44,DECEPTIVE PRACTICE,3
2016,5601001,25-44,DECEPTIVE PRACTICE,1
2015,5601001,25-44,MOTOR VEHICLE THEFT,11
2016,5601001,25-44,MOTOR VEHICLE THEFT,5
2015,5601001,25-44,NARCOTICS,4
2016,5601001,25-44,NARCOTICS,2
2018,5601001,25-44,NARCOTICS,1
2015,5601001,25-44,OTHER OFFENSE,1
2016,5601001,25-44,OTHER OFFENSE,2
2015,5601001,25-44,ROBBERY,2
2016,5601001,25-44,ROBBERY,2
2015,5601001,25-44,SEX OFFENSE,1
2015,5601001,25-44,THEFT,25
2016,5601001,25-44,THEFT,22
2015,5601001,25-44,WEAPONS VIOLATION,1
2015,5602001,25-44,ASSAULT,2
2016,5602001,25-44,ASSAULT,1
2015,5602001,25-44,BATTERY,5
2016,5602001,25-44,BATTERY,3
2015,5602001,25-44,CRIMINAL DAMAGE,1
2016,5602001,25-44,CRIMINAL DAMAGE,2
2015,5602001,25-44,CRIMINAL TRESPASS,2
2015,5602001,25-44,DECEPTIVE PRACTICE,1
2016,5602001,25-44,DECEPTIVE PRACTICE,2
2008,5602001,25-44,HOMICIDE,1
2009,5602001,25-44,HOMICIDE,1
2015,5602001,25-44,NARCOTICS,1
2016,5602001,25-44,NARCOTICS,1
2016,5602001,25-44,OFFENSE INVOLVING CHILDREN,1
2016,5602001,25-44,OTHER OFFENSE,1
2001,5602001,25-44,THEFT,1
2015,5602001,25-44,THEFT,1
2015,5602002,45-64,ASSAULT,1
2015,5602002,45-64,BATTERY,5
2016,5602002,45-64,BATTERY,4
2015,5602002,45-64,BURGLARY,4
2015,5602002,45-64,CRIM SEXUAL ASSAULT,1
2015,5602002,45-64,CRIMINAL DAMAGE,8
2016,5602002,45-64,CRIMINAL DAMAGE,2
2015,5602002,45-64,DECEPTIVE PRACTICE,5
2016,5602002,45-64,DECEPTIVE PRACTICE,4
2015,5602002,45-64,MOTOR VEHICLE THEFT,2
2016,5602002,45-64,MOTOR VEHICLE THEFT,2
2015,5602002,45-64,NARCOTICS,1
2016,5602002,45-64,OFFENSE INVOLVING CHILDREN,1
2015,5602002,45-64,OTHER OFFENSE,2
2016,5602002,45-64,OTHER OFFENSE,2
2015,5602002,45-64,ROBBERY,3
2015,5602002,45-64,THEFT,16
2016,5602002,45-64,THEFT,10
2016,5602003,25-44,ARSON,1
2015,5602003,25-44,ASSAULT,20
2016,5602003,25-44,ASSAULT,16
2015,5602003,25-44,BATTERY,66
2016,5602003,25-44,BATTERY,29
2018,5602003,25-44,BATTERY,1
2015,5602003,25-44,BURGLARY,22
2016,5602003,25-44,BURGLARY,12
2015,5602003,25-44,CRIM SEXUAL ASSAULT,1
2016,5602003,25-44,CRIM SEXUAL ASSAULT,2
2015,5602003,25-44,CRIMINAL DAMAGE,37
2016,5602003,25-44,CRIMINAL DAMAGE,18
2018,5602003,25-44,CRIMINAL DAMAGE,1
2016,5602003,25-44,CRIMINAL TRESPASS,3
2014,5602003,25-44,DECEPTIVE PRACTICE,3
2015,5602003,25-44,DECEPTIVE PRACTICE,16
2016,5602003,25-44,DECEPTIVE PRACTICE,8
2008,5602003,25-44,HOMICIDE,2
2009,5602003,25-44,HOMICIDE,1
2015,5602003,25-44,INTERFERENCE WITH PUBLIC OFFICER,2
2016,5602003,25-44,INTERFERENCE WITH PUBLIC OFFICER,1
2015,5602003,25-44,LIQUOR LAW VIOLATION,1
2015,5602003,25-44,MOTOR VEHICLE THEFT,20
2016,5602003,25-44,MOTOR VEHICLE THEFT,14
2015,5602003,25-44,NARCOTICS,27
2016,5602003,25-44,NARCOTICS,10
2015,5602003,25-44,OFFENSE INVOLVING CHILDREN,4
2016,5602003,25-44,OFFENSE INVOLVING CHILDREN,2
2015,5602003,25-44,OTHER OFFENSE,20
2016,5602003,25-44,OTHER OFFENSE,14
2015,5602003,25-44,PROSTITUTION,1
2015,5602003,25-44,PUBLIC PEACE VIOLATION,5
2015,5602003,25-44,ROBBERY,14
2016,5602003,25-44,ROBBERY,9
2015,5602003,25-44,SEX OFFENSE,3
2016,5602003,25-44,SEX OFFENSE,1
2018,5602003,25-44,SEX OFFENSE,1
2015,5602003,25-44,THEFT,54
2016,5602003,25-44,THEFT,21
2015,5602003,25-44,WEAPONS VIOLATION,6
2016,5602003,25-44,WEAPONS VIOLATION,1
2015,5603001,25-44,ASSAULT,9
2016,5603001,25-44,ASSAULT,7
2018,5603001,25-44,ASSAULT,1
2015,5603001,25-44,BATTERY,25
2016,5603001,25-44,BATTERY,17
2018,5603001,25-44,BATTERY,1
2015,5603001,25-44,BURGLARY,13
2016,5603001,25-44,BURGLARY,6
2015,5603001,25-44,CRIMINAL DAMAGE,30
2016,5603001,25-44,CRIMINAL DAMAGE,17
2016,5603001,25-44,CRIMINAL TRESPASS,5
2015,5603001,25-44,DECEPTIVE PRACTICE,11
2016,5603001,25-44,DECEPTIVE PRACTICE,4
2015,5603001,25-44,KIDNAPPING,1
2015,5603001,25-44,MOTOR VEHICLE THEFT,3
2016,5603001,25-44,MOTOR VEHICLE THEFT,4
2015,5603001,25-44,NARCOTICS,8
2016,5603001,25-44,NARCOTICS,2
2015,5603001,25-44,OFFENSE INVOLVING CHILDREN,2
2016,5603001,25-44,OFFENSE INVOLVING CHILDREN,1
2015,5603001,25-44,OTHER OFFENSE,8
2016,5603001,25-44,OTHER OFFENSE,2
2015,5603001,25-44,PROSTITUTION,8
2016,5603001,25-44,PROSTITUTION,4
2015,5603001,25-44,ROBBERY,3
2016,5603001,25-44,ROBBERY,1
2015,5603001,25-44,THEFT,23
2016,5603001,25-44,THEFT,13
2015,5603001,25-44,WEAPONS VIOLATION,2
2016,5603001,25-44,WEAPONS VIOLATION,1
2015,5603002,45-64,ASSAULT,1
2016,5603002,45-64,ASSAULT,3
2015,5603002,45-64,BATTERY,11
2016,5603002,45-64,BATTERY,4
2015,5603002,45-64,BURGLARY,7
2016,5603002,45-64,BURGLARY,9
2015,5603002,45-64,CRIM SEXUAL ASSAULT,1
2015,5603002,45-64,CRIMINAL DAMAGE,4
2016,5603002,45-64,CRIMINAL DAMAGE,8
2016,5603002,45-64,CRIMINAL TRESPASS,1
2015,5603002,45-64,DECEPTIVE PRACTICE,4
2016,5603002,45-64,DECEPTIVE PRACTICE,2
2016,5603002,45-64,INTIMIDATION,1
2015,5603002,45-64,KIDNAPPING,1
2016,5603002,45-64,MOTOR VEHICLE THEFT,2
2015,5603002,45-64,NARCOTICS,3
2015,5603002,45-64,OFFENSE INVOLVING CHILDREN,1
2015,5603002,45-64,OTHER OFFENSE,2
2016,5603002,45-64,OTHER OFFENSE,2
2015,5603002,45-64,PROSTITUTION,3
2016,5603002,45-64,PROSTITUTION,2
2015,5603002,45-64,ROBBERY,2
2016,5603002,45-64,ROBBERY,2
2015,5603002,45-64,THEFT,10
2016,5603002,45-64,THEFT,6
2016,5603002,45-64,WEAPONS VIOLATION,1
2016,5604001,25-44,ARSON,2
2015,5604001,25-44,ASSAULT,8
2016,5604001,25-44,ASSAULT,5
2015,5604001,25-44,BATTERY,35
2016,5604001,25-44,BATTERY,19
2018,5604001,25-44,BATTERY,1
2015,5604001,25-44,BURGLARY,9
2016,5604001,25-44,BURGLARY,4
2015,5604001,25-44,CRIM SEXUAL ASSAULT,2
2015,5604001,25-44,CRIMINAL DAMAGE,22
2016,5604001,25-44,CRIMINAL DAMAGE,11
2018,5604001,25-44,CRIMINAL DAMAGE,1
2015,5604001,25-44,CRIMINAL TRESPASS,4
2015,5604001,25-44,DECEPTIVE PRACTICE,12
2016,5604001,25-44,DECEPTIVE PRACTICE,3
2009,5604001,25-44,HOMICIDE,2
2015,5604001,25-44,KIDNAPPING,2
2015,5604001,25-44,MOTOR VEHICLE THEFT,9
2016,5604001,25-44,MOTOR VEHICLE THEFT,3
2015,5604001,25-44,NARCOTICS,4
2016,5604001,25-44,NARCOTICS,3
2015,5604001,25-44,OFFENSE INVOLVING CHILDREN,3
2015,5604001,25-44,OTHER OFFENSE,16
2016,5604001,25-44,OTHER OFFENSE,4
2015,5604001,25-44,PROSTITUTION,1
2015,5604001,25-44,PUBLIC PEACE VIOLATION,1
2015,5604001,25-44,ROBBERY,7
2016,5604001,25-44,ROBBERY,1
2016,5604001,25-44,SEX OFFENSE,1
2015,5604001,25-44,THEFT,23
2016,5604001,25-44,THEFT,28
2015,5604001,25-44,WEAPONS VIOLATION,1
2016,5604001,25-44,WEAPONS VIOLATION,2
2015,5607001,25-44,ARSON,3
2015,5607001,25-44,ASSAULT,87
2016,5607001,25-44,ASSAULT,45
2018,5607001,25-44,ASSAULT,2
2015,5607001,25-44,BATTERY,258
2016,5607001,25-44,BATTERY,118
2018,5607001,25-44,BATTERY,1
2015,5607001,25-44,BURGLARY,92
2016,5607001,25-44,BURGLARY,43
2015,5607001,25-44,CRIM SEXUAL ASSAULT,4
2016,5607001,25-44,CRIM SEXUAL ASSAULT,1
2015,5607001,25-44,CRIMINAL DAMAGE,170
2016,5607001,25-44,CRIMINAL DAMAGE,85
2015,5607001,25-44,CRIMINAL TRESPASS,35
2016,5607001,25-44,CRIMINAL TRESPASS,19
2014,5607001,25-44,DECEPTIVE PRACTICE,1
2015,5607001,25-44,DECEPTIVE PRACTICE,99
2016,5607001,25-44,DECEPTIVE PRACTICE,47
2015,5607001,25-44,GAMBLING,1
2009,5607001,25-44,HOMICIDE,1
2015,5607001,25-44,INTERFERENCE WITH PUBLIC OFFICER,13
2016,5607001,25-44,INTERFERENCE WITH PUBLIC OFFICER,3
2015,5607001,25-44,INTIMIDATION,1
2015,5607001,25-44,LIQUOR LAW VIOLATION,1
2014,5607001,25-44,MOTOR VEHICLE THEFT,2
2015,5607001,25-44,MOTOR VEHICLE THEFT,50
2016,5607001,25-44,MOTOR VEHICLE THEFT,38
2015,5607001,25-44,NARCOTICS,93
2016,5607001,25-44,NARCOTICS,47
2015,5607001,25-44,OFFENSE INVOLVING CHILDREN,12
2016,5607001,25-44,OFFENSE INVOLVING CHILDREN,4
2015,5607001,25-44,OTHER OFFENSE,65
2016,5607001,25-44,OTHER OFFENSE,48
2015,5607001,25-44,PROSTITUTION,1
2015,5607001,25-44,PUBLIC PEACE VIOLATION,13
2016,5607001,25-44,PUBLIC PEACE VIOLATION,3
2015,5607001,25-44,ROBBERY,72
2016,5607001,25-44,ROBBERY,35
2018,5607001,25-44,ROBBERY,1
2014,5607001,25-44,SEX OFFENSE,1
2015,5607001,25-44,SEX OFFENSE,8
2016,5607001,25-44,SEX OFFENSE,1
2001,5607001,25-44,THEFT,1
2014,5607001,25-44,THEFT,1
2015,5607001,25-44,THEFT,316
2016,5607001,25-44,THEFT,141
2015,5607001,25-44,WEAPONS VIOLATION,17
2016,5607001,25-44,WEAPONS VIOLATION,10
2015,5607002,25-44,ASSAULT,2
2015,5607002,25-44,BATTERY,4
2016,5607002,25-44,BATTERY,8
2015,5607002,25-44,BURGLARY,1
2016,5607002,25-44,BURGLARY,6
2015,5607002,25-44,CRIM SEXUAL ASSAULT,1
2015,5607002,25-44,CRIMINAL DAMAGE,3
2016,5607002,25-44,CRIMINAL DAMAGE,6
2015,5607002,25-44,DECEPTIVE PRACTICE,2
2015,5607002,25-44,MOTOR VEHICLE THEFT,2
2015,5607002,25-44,NARCOTICS,1
2018,5607002,25-44,OFFENSE INVOLVING CHILDREN,1
2015,5607002,25-44,OTHER OFFENSE,3
2016,5607002,25-44,OTHER OFFENSE,1
2016,5607002,25-44,PUBLIC PEACE VIOLATION,1
2015,5607002,25-44,ROBBERY,1
2015,5607002,25-44,THEFT,5
2016,5607002,25-44,THEFT,3
2015,5608002,45-64,ASSAULT,26
2016,5608002,45-64,ASSAULT,4
2015,5608002,45-64,BATTERY,54
2016,5608002,45-64,BATTERY,36
2015,5608002,45-64,BURGLARY,15
2016,5608002,45-64,BURGLARY,6
2018,5608002,45-64,BURGLARY,2
2015,5608002,45-64,CRIM SEXUAL ASSAULT,5
2015,5608002,45-64,CRIMINAL DAMAGE,56
2016,5608002,45-64,CRIMINAL DAMAGE,29
2015,5608002,45-64,CRIMINAL TRESPASS,5
2016,5608002,45-64,CRIMINAL TRESPASS,2
2014,5608002,45-64,DECEPTIVE PRACTICE,1
2015,5608002,45-64,DECEPTIVE PRACTICE,11
2016,5608002,45-64,DECEPTIVE PRACTICE,8
2009,5608002,45-64,HOMICIDE,1
2015,5608002,45-64,KIDNAPPING,1
2015,5608002,45-64,LIQUOR LAW VIOLATION,1
2015,5608002,45-64,MOTOR VEHICLE THEFT,7
2016,5608002,45-64,MOTOR VEHICLE THEFT,2
2015,5608002,45-64,NARCOTICS,14
2016,5608002,45-64,NARCOTICS,3
2018,5608002,45-64,NARCOTICS,1
2014,5608002,45-64,OFFENSE INVOLVING CHILDREN,1
2015,5608002,45-64,OFFENSE INVOLVING CHILDREN,4
2015,5608002,45-64,OTHER OFFENSE,17
2016,5608002,45-64,OTHER OFFENSE,8
2015,5608002,45-64,PROSTITUTION,2
2015,5608002,45-64,PUBLIC PEACE VIOLATION,1
2015,5608002,45-64,ROBBERY,14
2016,5608002,45-64,ROBBERY,5
2015,5608002,45-64,SEX OFFENSE,2
2016,5608002,45-64,SEX OFFENSE,2
2015,5608002,45-64,THEFT,56
2016,5608002,45-64,THEFT,34
2015,5608002,45-64,WEAPONS VIOLATION,4
2018,5608002,45-64,WEAPONS VIOLATION,1
2015,5608004,45-64,CRIMINAL DAMAGE,1
2016,5608004,45-64,CRIMINAL DAMAGE,1
2015,5608004,45-64,PUBLIC PEACE VIOLATION,1
2015,5608004,45-64,THEFT,1
2015,5608005,25-44,ARSON,1
2015,5608005,25-44,ASSAULT,7
2016,5608005,25-44,ASSAULT,2
2015,5608005,25-44,BATTERY,18
2016,5608005,25-44,BATTERY,14
2015,5608005,25-44,BURGLARY,8
2016,5608005,25-44,BURGLARY,5
2015,5608005,25-44,CRIMINAL DAMAGE,14
2016,5608005,25-44,CRIMINAL DAMAGE,10
2016,5608005,25-44,CRIMINAL TRESPASS,1
2015,5608005,25-44,DECEPTIVE PRACTICE,14
2016,5608005,25-44,DECEPTIVE PRACTICE,5
2015,5608005,25-44,MOTOR VEHICLE THEFT,2
2016,5608005,25-44,MOTOR VEHICLE THEFT,2
2015,5608005,25-44,NARCOTICS,3
2015,5608005,25-44,OTHER OFFENSE,7
2016,5608005,25-44,OTHER OFFENSE,3
2015,5608005,25-44,PUBLIC PEACE VIOLATION,1
2015,5608005,25-44,ROBBERY,3
2016,5608005,25-44,ROBBERY,2
2001,5608005,25-44,THEFT,1
2015,5608005,25-44,THEFT,31
2016,5608005,25-44,THEFT,20
2018,5608005,25-44,THEFT,1
2015,5608005,25-44,WEAPONS VIOLATION,1
2015,5609002,45-64,THEFT,2
2015,5609003,45-64,ASSAULT,2
2016,5609003,45-64,ASSAULT,1
2015,5609003,45-64,BATTERY,8
2016,5609003,45-64,BATTERY,2
2015,5609003,45-64,BURGLARY,4
2016,5609003,45-64,BURGLARY,2
2015,5609003,45-64,CRIMINAL DAMAGE,7
2016,5609003,45-64,CRIMINAL DAMAGE,4
2015,5609003,45-64,DECEPTIVE PRACTICE,3
2016,5609003,45-64,DECEPTIVE PRACTICE,3
2015,5609003,45-64,MOTOR VEHICLE THEFT,2
2016,5609003,45-64,MOTOR VEHICLE THEFT,2
2015,5609003,45-64,NARCOTICS,1
2016,5609003,45-64,NARCOTICS,1
2015,5609003,45-64,OTHER OFFENSE,3
2016,5609003,45-64,OTHER OFFENSE,2
2015,5609003,45-64,ROBBERY,1
2015,5609003,45-64,THEFT,4
2016,5609003,45-64,THEFT,3
2016,5609003,45-64,WEAPONS VIOLATION,1
2015,5609004,25-44,BATTERY,1
2015,5609004,25-44,CRIMINAL DAMAGE,1
2016,5609004,25-44,CRIMINAL DAMAGE,1
2015,5609004,25-44,CRIMINAL TRESPASS,1
2015,5609004,25-44,DECEPTIVE PRACTICE,2
2015,5609004,25-44,OTHER OFFENSE,1
2014,5609004,25-44,THEFT,1
2015,5609004,25-44,THEFT,2
2015,5609005,25-44,ASSAULT,7
2016,5609005,25-44,ASSAULT,6
2015,5609005,25-44,BATTERY,14
2016,5609005,25-44,BATTERY,2
2015,5609005,25-44,BURGLARY,3
2016,5609005,25-44,BURGLARY,6
2015,5609005,25-44,CRIMINAL DAMAGE,12
2016,5609005,25-44,CRIMINAL DAMAGE,11
2018,5609005,25-44,CRIMINAL DAMAGE,1
2015,5609005,25-44,CRIMINAL TRESPASS,4
2016,5609005,25-44,CRIMINAL TRESPASS,1
2015,5609005,25-44,DECEPTIVE PRACTICE,9
2016,5609005,25-44,DECEPTIVE PRACTICE,7
2016,5609005,25-44,INTERFERENCE WITH PUBLIC OFFICER,1
2015,5609005,25-44,MOTOR VEHICLE THEFT,4
2016,5609005,25-44,MOTOR VEHICLE THEFT,2
2015,5609005,25-44,NARCOTICS,3
2016,5609005,25-44,NARCOTICS,2
2015,5609005,25-44,OTHER OFFENSE,9
2016,5609005,25-44,OTHER OFFENSE,2
2018,5609005,25-44,OTHER OFFENSE,1
2015,5609005,25-44,PUBLIC PEACE VIOLATION,1
2015,5609005,25-44,ROBBERY,3
2015,5609005,25-44,THEFT,16
2016,5609005,25-44,THEFT,10
2015,5609006,25-44,ASSAULT,2
2016,5609006,25-44,ASSAULT,1
2016,5609006,25-44,BATTERY,1
2015,5609006,25-44,BURGLARY,3
2016,5609006,25-44,BURGLARY,3
2015,5609006,25-44,CRIMINAL DAMAGE,6
2016,5609006,25-44,CRIMINAL DAMAGE,2
2015,5609006,25-44,CRIMINAL TRESPASS,1
